county,precinct,office,district,party,candidate,poll,abs,unknown,votes
Hartford,Hartford City CT,State Senate,2,Dem,Eric Coleman,6937,347,15,7299
Hartford,Hartford City 02,State Senate,2,WF,Eric Coleman,122,2,6,130
Hartford,Hartford City 03,State Senate,2,WF,Eric Coleman,129,1,0,130
Hartford,Hartford City 04,State Senate,2,WF,Eric Coleman,61,3,0,64
Hartford,Hartford City 05,State Senate,2,WF,Eric Coleman,144,4,1,149
Hartford,Hartford City 06,State Senate,2,WF,Eric Coleman,70,4,0,74
Hartford,Hartford City 07,State Senate,2,WF,Eric Coleman,168,5,5,178
Hartford,Hartford City 08,State Senate,2,WF,Eric Coleman,88,0,0,88
Hartford,Hartford City 09,State Senate,2,WF,Eric Coleman,38,0,1,39
Hartford,Hartford City 11,State Senate,2,WF,Eric Coleman,30,0,0,30
Hartford,Hartford City 24,State Senate,2,WF,Eric Coleman,42,6,0,48
Hartford,Hartford City CT,State Senate,2,WF,Eric Coleman,892,25,13,930
Hartford,Hartford City 01,State Assembly,1,Rep,Kenneth Lerman,1,0,,1
Hartford,Hartford City 02,State Assembly,1,Rep,Kenneth Lerman,25,0,,25
Hartford,Hartford City 03,State Assembly,1,Rep,Kenneth Lerman,94,3,,97
Hartford,Hartford City 04,State Assembly,1,Rep,Kenneth Lerman,93,13,,106
Hartford,Hartford City 05,State Assembly,1,Rep,Kenneth Lerman,94,5,,99
Hartford,Hartford City CT,State Assembly,1,Rep,Kenneth Lerman,307,21,,328
Hartford,Hartford City 01,State Assembly,1,Dem,Matthew Ritter,57,3,,60
Hartford,Hartford City 02,State Assembly,1,Dem,Matthew Ritter,944,69,,1013
Hartford,Hartford City 03,State Assembly,1,Dem,Matthew Ritter,895,22,,917
Hartford,Hartford City 04,State Assembly,1,Dem,Matthew Ritter,637,58,,695
Hartford,Hartford City 05,State Assembly,1,Dem,Matthew Ritter,834,47,,881
Hartford,Hartford City CT,State Assembly,1,Dem,Matthew Ritter,3367,199,,3566
Hartford,Hartford City 11,State Assembly,3,Rep,Sweets Wilson,43,1,,44
Hartford,Hartford City 12,State Assembly,3,Rep,Sweets Wilson,59,3,,62
Hartford,Hartford City 13,State Assembly,3,Rep,Sweets Wilson,44,1,,45
Hartford,Hartford City 14,State Assembly,3,Rep,Sweets Wilson,77,2,,79
Hartford,Hartford City CT,State Assembly,3,Rep,Sweets Wilson,223,7,,230
Hartford,Hartford City 11,State Assembly,3,Dem,Minnie Gonzalez,189,3,,192
Hartford,Hartford City 12,State Assembly,3,Dem,Minnie Gonzalez,604,54,,658
Hartford,Hartford City 13,State Assembly,3,Dem,Minnie Gonzalez,501,12,,513
Hartford,Hartford City 14,State Assembly,3,Dem,Minnie Gonzalez,778,30,,808
Hartford,Hartford City CT,State Assembly,3,Dem,Minnie Gonzalez,2072,99,,2171
Hartford,Hartford City 11,State Assembly,3,Green,Victor Luna,15,0,,15
Hartford,Hartford City 12,State Assembly,3,Green,Victor Luna,32,3,,35
Hartford,Hartford City 13,State Assembly,3,Green,Victor Luna,32,1,,33
Hartford,Hartford City 14,State Assembly,3,Green,Victor Luna,41,2,,43
Hartford,Hartford City CT,State Assembly,3,Green,Victor Luna,120,6,,126
Hartford,Hartford City 19,State Assembly,4,Dem,Angel Arce,547,18,,565
Hartford,Hartford City 20,State Assembly,4,Dem,Angel Arce,428,20,,448
Hartford,Hartford City 21,State Assembly,4,Dem,Angel Arce,547,18,,565
Hartford,Hartford City 22,State Assembly,4,Dem,Angel Arce,360,15,,375
Hartford,Hartford City CT,State Assembly,4,Dem,Angel Arce,1882,71,,1953
Hartford,Hartford City 23,State Assembly,5,Dem,Brandon McGee,221,5,,226
Hartford,Hartford City 24,State Assembly,5,Dem,Brandon McGee,1075,79,,1154
Hartford,Hartford City CT,State Assembly,5,Dem,Brandon McGee,1296,84,,1380
Hartford,Hartford City 15,State Assembly,6,Rep,Michael Lupo,127,1,,128
Hartford,Hartford City 16,State Assembly,6,Rep,Michael Lupo,128,1,,129
Hartford,Hartford City 17,State Assembly,6,Rep,Michael Lupo,72,3,,75
Hartford,Hartford City 18,State Assembly,6,Rep,Michael Lupo,117,2,,119
Hartford,Hartford City CT,State Assembly,6,Rep,Michael Lupo,444,7,,451
Hartford,Hartford City 15,State Assembly,6,Dem,Edwin Vargas,710,9,0,719
Hartford,Hartford City 16,State Assembly,6,Dem,Edwin Vargas,708,14,0,722
Hartford,Hartford City 17,State Assembly,6,Dem,Edwin Vargas,582,11,1,594
Hartford,Hartford City 18,State Assembly,6,Dem,Edwin Vargas,609,4,1,614
Hartford,Hartford City CT,State Assembly,6,Dem,Edwin Vargas,2609,38,2,2649
Hartford,Hartford City 15,State Assembly,6,WF,Edwin Vargas,119,2,0,121
Hartford,Hartford City 16,State Assembly,6,WF,Edwin Vargas,141,1,0,142
Hartford,Hartford City 17,State Assembly,6,WF,Edwin Vargas,39,1,0,40
Hartford,Hartford City 18,State Assembly,6,WF,Edwin Vargas,58,4,0,62
Hartford,Hartford City CT,State Assembly,6,WF,Edwin Vargas,357,8,0,365
Hartford,Hartford City 06,State Assembly,7,Dem,Douglas McCrory,583,33,,616
Hartford,Hartford City 07,State Assembly,7,Dem,Douglas McCrory,1177,49,,1226
Hartford,Hartford City 08,State Assembly,7,Dem,Douglas McCrory,998,24,,1022
Hartford,Hartford City 09,State Assembly,7,Dem,Douglas McCrory,263,13,,276
Hartford,Hartford City 10,State Assembly,7,Dem,Douglas McCrory,349,104,,453
Hartford,Hartford City CT,State Assembly,7,Dem,Douglas McCrory,3370,223,,3593
Hartford,Hartford City 06,State Assembly,7,Green,Donna Thompson-Daniel,19,0,,19
Hartford,Hartford City 07,State Assembly,7,Green,Donna Thompson-Daniel,21,0,,21
Hartford,Hartford City 08,State Assembly,7,Green,Donna Thompson-Daniel,32,0,,32
Hartford,Hartford City 09,State Assembly,7,Green,Donna Thompson-Daniel,24,1,,25
Hartford,Hartford City 10,State Assembly,7,Green,Donna Thompson-Daniel,15,1,,16
Hartford,Hartford City CT,State Assembly,7,Green,Donna Thompson-Daniel,111,2,,113
Hartford,Hartford City 01,Secretary of State,,Rep,Peter Lumaj,2,0,,2
Hartford,Hartford City 02,Secretary of State,,Rep,Peter Lumaj,24,0,,24
Hartford,Hartford City 03,Secretary of State,,Rep,Peter Lumaj,95,4,,99
Hartford,Hartford City 04,Secretary of State,,Rep,Peter Lumaj,128,13,,141
Hartford,Hartford City 05,Secretary of State,,Rep,Peter Lumaj,118,4,,122
Hartford,Hartford City 06,Secretary of State,,Rep,Peter Lumaj,11,0,,11
Hartford,Hartford City 07,Secretary of State,,Rep,Peter Lumaj,26,0,,26
Hartford,Hartford City 08,Secretary of State,,Rep,Peter Lumaj,30,1,,31
Hartford,Hartford City 09,Secretary of State,,Rep,Peter Lumaj,24,1,,25
Hartford,Hartford City 10,Secretary of State,,Rep,Peter Lumaj,8,1,,9
Hartford,Hartford City 11,Secretary of State,,Rep,Peter Lumaj,28,1,,29
Hartford,Hartford City 12,Secretary of State,,Rep,Peter Lumaj,42,0,,42
Hartford,Hartford City 13,Secretary of State,,Rep,Peter Lumaj,51,1,,52
Hartford,Hartford City 14,Secretary of State,,Rep,Peter Lumaj,69,1,,70
Hartford,Hartford City 15,Secretary of State,,Rep,Peter Lumaj,141,1,,142
Hartford,Hartford City 16,Secretary of State,,Rep,Peter Lumaj,120,1,,121
Hartford,Hartford City 17,Secretary of State,,Rep,Peter Lumaj,74,3,,77
Hartford,Hartford City 18,Secretary of State,,Rep,Peter Lumaj,110,1,,111
Hartford,Hartford City 19,Secretary of State,,Rep,Peter Lumaj,54,0,,54
Hartford,Hartford City 20,Secretary of State,,Rep,Peter Lumaj,37,1,,38
Hartford,Hartford City 21,Secretary of State,,Rep,Peter Lumaj,66,2,,68
Hartford,Hartford City 22,Secretary of State,,Rep,Peter Lumaj,74,3,,77
Hartford,Hartford City 23,Secretary of State,,Rep,Peter Lumaj,7,1,,8
Hartford,Hartford City 24,Secretary of State,,Rep,Peter Lumaj,31,1,,32
Hartford,Hartford City CT,Secretary of State,,Rep,Peter Lumaj,1370,41,,1411
Hartford,Hartford City 01,Secretary of State,,Ind,Peter Lumaj,2,0,0,2
Hartford,Hartford City 02,Secretary of State,,Ind,Peter Lumaj,4,0,0,4
Hartford,Hartford City 03,Secretary of State,,Ind,Peter Lumaj,11,0,0,11
Hartford,Hartford City 04,Secretary of State,,Ind,Peter Lumaj,11,3,0,14
Hartford,Hartford City 05,Secretary of State,,Ind,Peter Lumaj,15,0,0,15
Hartford,Hartford City 06,Secretary of State,,Ind,Peter Lumaj,5,0,0,5
Hartford,Hartford City 07,Secretary of State,,Ind,Peter Lumaj,6,0,0,6
Hartford,Hartford City 08,Secretary of State,,Ind,Peter Lumaj,4,0,0,4
Hartford,Hartford City 09,Secretary of State,,Ind,Peter Lumaj,6,0,1,7
Hartford,Hartford City 10,Secretary of State,,Ind,Peter Lumaj,3,0,0,3
Hartford,Hartford City 11,Secretary of State,,Ind,Peter Lumaj,6,0,0,6
Hartford,Hartford City 12,Secretary of State,,Ind,Peter Lumaj,5,0,0,5
Hartford,Hartford City 13,Secretary of State,,Ind,Peter Lumaj,12,0,0,12
Hartford,Hartford City 14,Secretary of State,,Ind,Peter Lumaj,8,1,0,9
Hartford,Hartford City 15,Secretary of State,,Ind,Peter Lumaj,13,0,0,13
Hartford,Hartford City 16,Secretary of State,,Ind,Peter Lumaj,9,0,0,9
Hartford,Hartford City 17,Secretary of State,,Ind,Peter Lumaj,11,0,0,11
Hartford,Hartford City 18,Secretary of State,,Ind,Peter Lumaj,11,0,1,12
Hartford,Hartford City 19,Secretary of State,,Ind,Peter Lumaj,8,0,0,8
Hartford,Hartford City 20,Secretary of State,,Ind,Peter Lumaj,10,0,0,10
Hartford,Hartford City 21,Secretary of State,,Ind,Peter Lumaj,10,1,0,11
Hartford,Hartford City 22,Secretary of State,,Ind,Peter Lumaj,6,0,0,6
Hartford,Hartford City 23,Secretary of State,,Ind,Peter Lumaj,1,0,0,1
Hartford,Hartford City 24,Secretary of State,,Ind,Peter Lumaj,11,0,0,11
Hartford,Hartford City CT,Secretary of State,,Ind,Peter Lumaj,188,5,2,195
Hartford,Hartford City 01,Secretary of State,,Dem,Denise Merrill,52,3,0,55
Hartford,Hartford City 02,Secretary of State,,Dem,Denise Merrill,900,67,1,968
Hartford,Hartford City 03,Secretary of State,,Dem,Denise Merrill,806,18,2,826
Hartford,Hartford City 04,Secretary of State,,Dem,Denise Merrill,527,50,0,577
Hartford,Hartford City 05,Secretary of State,,Dem,Denise Merrill,681,42,0,723
Hartford,Hartford City 06,Secretary of State,,Dem,Denise Merrill,554,27,1,582
Hartford,Hartford City 07,Secretary of State,,Dem,Denise Merrill,1040,34,0,1074
Hartford,Hartford City 08,Secretary of State,,Dem,Denise Merrill,919,18,4,941
Hartford,Hartford City 09,Secretary of State,,Dem,Denise Merrill,232,12,0,244
Hartford,Hartford City 10,Secretary of State,,Dem,Denise Merrill,340,102,1,443
Hartford,Hartford City 11,Secretary of State,,Dem,Denise Merrill,196,3,0,199
Hartford,Hartford City 12,Secretary of State,,Dem,Denise Merrill,521,51,0,572
Hartford,Hartford City 13,Secretary of State,,Dem,Denise Merrill,464,12,0,476
Hartford,Hartford City 14,Secretary of State,,Dem,Denise Merrill,767,29,1,797
Hartford,Hartford City 15,Secretary of State,,Dem,Denise Merrill,611,10,0,621
Hartford,Hartford City 16,Secretary of State,,Dem,Denise Merrill,691,15,0,706
Hartford,Hartford City 17,Secretary of State,,Dem,Denise Merrill,511,11,0,522
Hartford,Hartford City 18,Secretary of State,,Dem,Denise Merrill,572,4,0,576
Hartford,Hartford City 19,Secretary of State,,Dem,Denise Merrill,501,14,0,515
Hartford,Hartford City 20,Secretary of State,,Dem,Denise Merrill,384,15,0,399
Hartford,Hartford City 21,Secretary of State,,Dem,Denise Merrill,502,15,1,518
Hartford,Hartford City 22,Secretary of State,,Dem,Denise Merrill,313,11,0,324
Hartford,Hartford City 23,Secretary of State,,Dem,Denise Merrill,205,4,0,209
Hartford,Hartford City 24,Secretary of State,,Dem,Denise Merrill,1024,65,6,1095
Hartford,Hartford City CT,Secretary of State,,Dem,Denise Merrill,13313,632,17,13962
Hartford,Hartford City 01,Secretary of State,,WF,Denise Merrill,5,0,0,5
Hartford,Hartford City 02,Secretary of State,,WF,Denise Merrill,58,3,0,61
Hartford,Hartford City 03,Secretary of State,,WF,Denise Merrill,83,1,0,84
Hartford,Hartford City 04,Secretary of State,,WF,Denise Merrill,48,4,0,52
Hartford,Hartford City 05,Secretary of State,,WF,Denise Merrill,89,2,0,91
Hartford,Hartford City 06,Secretary of State,,WF,Denise Merrill,26,3,0,29
Hartford,Hartford City 07,Secretary of State,,WF,Denise Merrill,137,5,2,144
Hartford,Hartford City 08,Secretary of State,,WF,Denise Merrill,76,0,0,76
Hartford,Hartford City 09,Secretary of State,,WF,Denise Merrill,29,0,1,30
Hartford,Hartford City 10,Secretary of State,,WF,Denise Merrill,31,2,0,33
Hartford,Hartford City 11,Secretary of State,,WF,Denise Merrill,21,0,0,21
Hartford,Hartford City 12,Secretary of State,,WF,Denise Merrill,63,1,0,64
Hartford,Hartford City 13,Secretary of State,,WF,Denise Merrill,20,1,0,21
Hartford,Hartford City 14,Secretary of State,,WF,Denise Merrill,44,2,0,46
Hartford,Hartford City 15,Secretary of State,,WF,Denise Merrill,144,1,0,145
Hartford,Hartford City 16,Secretary of State,,WF,Denise Merrill,100,0,0,100
Hartford,Hartford City 17,Secretary of State,,WF,Denise Merrill,56,1,0,57
Hartford,Hartford City 18,Secretary of State,,WF,Denise Merrill,74,2,1,77
Hartford,Hartford City 19,Secretary of State,,WF,Denise Merrill,41,1,3,45
Hartford,Hartford City 20,Secretary of State,,WF,Denise Merrill,26,2,0,28
Hartford,Hartford City 21,Secretary of State,,WF,Denise Merrill,32,0,0,32
Hartford,Hartford City 22,Secretary of State,,WF,Denise Merrill,18,1,0,19
Hartford,Hartford City 23,Secretary of State,,WF,Denise Merrill,9,0,0,9
Hartford,Hartford City 24,Secretary of State,,WF,Denise Merrill,31,4,0,35
Hartford,Hartford City CT,Secretary of State,,WF,Denise Merrill,1261,36,7,1304
Hartford,Hartford City 01,Secretary of State,,Green,Michael DeRosa,0,0,,0
Hartford,Hartford City 02,Secretary of State,,Green,Michael DeRosa,7,0,,7
Hartford,Hartford City 03,Secretary of State,,Green,Michael DeRosa,27,0,,27
Hartford,Hartford City 04,Secretary of State,,Green,Michael DeRosa,26,1,,27
Hartford,Hartford City 05,Secretary of State,,Green,Michael DeRosa,36,2,,38
Hartford,Hartford City 06,Secretary of State,,Green,Michael DeRosa,3,0,,3
Hartford,Hartford City 07,Secretary of State,,Green,Michael DeRosa,2,1,,3
Hartford,Hartford City 08,Secretary of State,,Green,Michael DeRosa,10,0,,10
Hartford,Hartford City 09,Secretary of State,,Green,Michael DeRosa,11,2,,13
Hartford,Hartford City 10,Secretary of State,,Green,Michael DeRosa,2,1,,3
Hartford,Hartford City 11,Secretary of State,,Green,Michael DeRosa,8,0,,8
Hartford,Hartford City 12,Secretary of State,,Green,Michael DeRosa,10,2,,12
Hartford,Hartford City 13,Secretary of State,,Green,Michael DeRosa,9,0,,9
Hartford,Hartford City 14,Secretary of State,,Green,Michael DeRosa,12,1,,13
Hartford,Hartford City 15,Secretary of State,,Green,Michael DeRosa,17,0,,17
Hartford,Hartford City 16,Secretary of State,,Green,Michael DeRosa,27,0,,27
Hartford,Hartford City 17,Secretary of State,,Green,Michael DeRosa,19,0,,19
Hartford,Hartford City 18,Secretary of State,,Green,Michael DeRosa,12,0,,12
Hartford,Hartford City 19,Secretary of State,,Green,Michael DeRosa,15,0,,15
Hartford,Hartford City 20,Secretary of State,,Green,Michael DeRosa,19,0,,19
Hartford,Hartford City 21,Secretary of State,,Green,Michael DeRosa,20,2,,22
Hartford,Hartford City 22,Secretary of State,,Green,Michael DeRosa,19,1,,20
Hartford,Hartford City 23,Secretary of State,,Green,Michael DeRosa,2,0,,2
Hartford,Hartford City 24,Secretary of State,,Green,Michael DeRosa,13,0,,13
Hartford,Hartford City CT,Secretary of State,,Green,Michael DeRosa,326,13,,339
Hartford,Hartford City 01,State Treasurer,,Rep,Tim Herbst,0,0,,0
Hartford,Hartford City 02,State Treasurer,,Rep,Tim Herbst,24,0,,24
Hartford,Hartford City 03,State Treasurer,,Rep,Tim Herbst,101,3,,104
Hartford,Hartford City 04,State Treasurer,,Rep,Tim Herbst,203,21,,224
Hartford,Hartford City 05,State Treasurer,,Rep,Tim Herbst,149,3,,152
Hartford,Hartford City 06,State Treasurer,,Rep,Tim Herbst,11,0,,11
Hartford,Hartford City 07,State Treasurer,,Rep,Tim Herbst,27,0,,27
Hartford,Hartford City 08,State Treasurer,,Rep,Tim Herbst,24,1,,25
Hartford,Hartford City 09,State Treasurer,,Rep,Tim Herbst,34,2,,36
Hartford,Hartford City 10,State Treasurer,,Rep,Tim Herbst,10,2,,12
Hartford,Hartford City 11,State Treasurer,,Rep,Tim Herbst,42,2,,44
Hartford,Hartford City 12,State Treasurer,,Rep,Tim Herbst,38,3,,41
Hartford,Hartford City 13,State Treasurer,,Rep,Tim Herbst,53,1,,54
Hartford,Hartford City 14,State Treasurer,,Rep,Tim Herbst,73,2,,75
Hartford,Hartford City 15,State Treasurer,,Rep,Tim Herbst,145,1,,146
Hartford,Hartford City 16,State Treasurer,,Rep,Tim Herbst,138,3,,141
Hartford,Hartford City 17,State Treasurer,,Rep,Tim Herbst,63,3,,66
Hartford,Hartford City 18,State Treasurer,,Rep,Tim Herbst,121,1,,122
Hartford,Hartford City 19,State Treasurer,,Rep,Tim Herbst,53,0,,53
Hartford,Hartford City 20,State Treasurer,,Rep,Tim Herbst,38,1,,39
Hartford,Hartford City 21,State Treasurer,,Rep,Tim Herbst,82,2,,84
Hartford,Hartford City 22,State Treasurer,,Rep,Tim Herbst,106,3,,109
Hartford,Hartford City 23,State Treasurer,,Rep,Tim Herbst,6,1,,7
Hartford,Hartford City 24,State Treasurer,,Rep,Tim Herbst,26,0,,26
Hartford,Hartford City CT,State Treasurer,,Rep,Tim Herbst,1567,55,,1622
Hartford,Hartford City 01,State Treasurer,,Ind,Tim Herbst,1,0,0,1
Hartford,Hartford City 02,State Treasurer,,Ind,Tim Herbst,2,0,0,2
Hartford,Hartford City 03,State Treasurer,,Ind,Tim Herbst,27,1,0,28
Hartford,Hartford City 04,State Treasurer,,Ind,Tim Herbst,35,5,0,40
Hartford,Hartford City 05,State Treasurer,,Ind,Tim Herbst,30,1,0,31
Hartford,Hartford City 06,State Treasurer,,Ind,Tim Herbst,6,0,0,6
Hartford,Hartford City 07,State Treasurer,,Ind,Tim Herbst,6,0,0,6
Hartford,Hartford City 08,State Treasurer,,Ind,Tim Herbst,5,0,0,5
Hartford,Hartford City 09,State Treasurer,,Ind,Tim Herbst,8,0,0,8
Hartford,Hartford City 10,State Treasurer,,Ind,Tim Herbst,3,0,0,3
Hartford,Hartford City 11,State Treasurer,,Ind,Tim Herbst,8,0,0,8
Hartford,Hartford City 12,State Treasurer,,Ind,Tim Herbst,10,1,0,11
Hartford,Hartford City 13,State Treasurer,,Ind,Tim Herbst,12,0,0,12
Hartford,Hartford City 14,State Treasurer,,Ind,Tim Herbst,16,2,0,18
Hartford,Hartford City 15,State Treasurer,,Ind,Tim Herbst,18,0,0,18
Hartford,Hartford City 16,State Treasurer,,Ind,Tim Herbst,15,0,0,15
Hartford,Hartford City 17,State Treasurer,,Ind,Tim Herbst,12,0,0,12
Hartford,Hartford City 18,State Treasurer,,Ind,Tim Herbst,12,0,1,13
Hartford,Hartford City 19,State Treasurer,,Ind,Tim Herbst,9,0,0,9
Hartford,Hartford City 20,State Treasurer,,Ind,Tim Herbst,16,0,0,16
Hartford,Hartford City 21,State Treasurer,,Ind,Tim Herbst,10,0,0,10
Hartford,Hartford City 22,State Treasurer,,Ind,Tim Herbst,15,0,0,15
Hartford,Hartford City 23,State Treasurer,,Ind,Tim Herbst,1,0,0,1
Hartford,Hartford City 24,State Treasurer,,Ind,Tim Herbst,13,0,0,13
Hartford,Hartford City CT,State Treasurer,,Ind,Tim Herbst,290,10,1,301
Hartford,Hartford City 01,State Treasurer,,Dem,Denise Nappier,60,2,0,62
Hartford,Hartford City 02,State Treasurer,,Dem,Denise Nappier,937,71,4,1012
Hartford,Hartford City 03,State Treasurer,,Dem,Denise Nappier,833,19,2,854
Hartford,Hartford City 04,State Treasurer,,Dem,Denise Nappier,436,45,0,481
Hartford,Hartford City 05,State Treasurer,,Dem,Denise Nappier,677,42,1,720
Hartford,Hartford City 06,State Treasurer,,Dem,Denise Nappier,598,30,2,630
Hartford,Hartford City 07,State Treasurer,,Dem,Denise Nappier,1068,40,0,1108
Hartford,Hartford City 08,State Treasurer,,Dem,Denise Nappier,881,19,0,900
Hartford,Hartford City 09,State Treasurer,,Dem,Denise Nappier,240,12,0,252
Hartford,Hartford City 10,State Treasurer,,Dem,Denise Nappier,332,101,0,433
Hartford,Hartford City 11,State Treasurer,,Dem,Denise Nappier,192,2,0,194
Hartford,Hartford City 12,State Treasurer,,Dem,Denise Nappier,561,49,0,610
Hartford,Hartford City 13,State Treasurer,,Dem,Denise Nappier,468,13,0,481
Hartford,Hartford City 14,State Treasurer,,Dem,Denise Nappier,751,29,1,781
Hartford,Hartford City 15,State Treasurer,,Dem,Denise Nappier,672,10,0,682
Hartford,Hartford City 16,State Treasurer,,Dem,Denise Nappier,710,12,1,723
Hartford,Hartford City 17,State Treasurer,,Dem,Denise Nappier,555,11,0,566
Hartford,Hartford City 18,State Treasurer,,Dem,Denise Nappier,607,4,1,612
Hartford,Hartford City 19,State Treasurer,,Dem,Denise Nappier,489,14,0,503
Hartford,Hartford City 20,State Treasurer,,Dem,Denise Nappier,377,15,0,392
Hartford,Hartford City 21,State Treasurer,,Dem,Denise Nappier,484,16,0,500
Hartford,Hartford City 22,State Treasurer,,Dem,Denise Nappier,284,13,0,297
Hartford,Hartford City 23,State Treasurer,,Dem,Denise Nappier,197,4,0,201
Hartford,Hartford City 24,State Treasurer,,Dem,Denise Nappier,1076,72,6,1154
Hartford,Hartford City CT,State Treasurer,,Dem,Denise Nappier,13485,645,18,14148
Hartford,Hartford City 01,State Treasurer,,WF,Denise Nappier,2,1,0,3
Hartford,Hartford City 02,State Treasurer,,WF,Denise Nappier,62,2,0,64
Hartford,Hartford City 03,State Treasurer,,WF,Denise Nappier,89,1,0,90
Hartford,Hartford City 04,State Treasurer,,WF,Denise Nappier,52,2,0,54
Hartford,Hartford City 05,State Treasurer,,WF,Denise Nappier,99,3,0,102
Hartford,Hartford City 06,State Treasurer,,WF,Denise Nappier,31,3,0,34
Hartford,Hartford City 07,State Treasurer,,WF,Denise Nappier,177,6,2,185
Hartford,Hartford City 08,State Treasurer,,WF,Denise Nappier,182,0,5,187
Hartford,Hartford City 09,State Treasurer,,WF,Denise Nappier,30,1,0,31
Hartford,Hartford City 10,State Treasurer,,WF,Denise Nappier,47,3,2,52
Hartford,Hartford City 11,State Treasurer,,WF,Denise Nappier,20,0,0,20
Hartford,Hartford City 12,State Treasurer,,WF,Denise Nappier,45,2,0,47
Hartford,Hartford City 13,State Treasurer,,WF,Denise Nappier,23,0,0,23
Hartford,Hartford City 14,State Treasurer,,WF,Denise Nappier,85,1,0,86
Hartford,Hartford City 15,State Treasurer,,WF,Denise Nappier,101,1,0,102
Hartford,Hartford City 16,State Treasurer,,WF,Denise Nappier,89,0,0,89
Hartford,Hartford City 17,State Treasurer,,WF,Denise Nappier,36,1,0,37
Hartford,Hartford City 18,State Treasurer,,WF,Denise Nappier,47,2,0,49
Hartford,Hartford City 19,State Treasurer,,WF,Denise Nappier,82,0,5,87
Hartford,Hartford City 20,State Treasurer,,WF,Denise Nappier,43,2,0,45
